date,area,average_price,code,houses_sold,no_of_crimes
2014-08-01,hounslow,341611,E09000018,263.0,1652.0
2014-09-01,hounslow,347664,E09000018,273.0,1650.0
2014-10-01,hounslow,346246,E09000018,281.0,1919.0
2014-11-01,hounslow,345727,E09000018,280.0,1776.0
2014-12-01,hounslow,341770,E09000018,291.0,1780.0
2015-01-01,hounslow,335140,E09000018,266.0,1735.0
2015-02-01,hounslow,329890,E09000018,207.0,1695.0
2015-03-01,hounslow,335900,E09000018,240.0,1762.0
2015-04-01,hounslow,339849,E09000018,229.0,1629.0
2015-05-01,hounslow,347485,E09000018,280.0,1831.0
2015-06-01,hounslow,349265,E09000018,319.0,1859.0
2015-07-01,hounslow,354912,E09000018,305.0,1981.0
2015-08-01,hounslow,358655,E09000018,275.0,1754.0
2015-09-01,hounslow,365749,E09000018,313.0,1799.0
2015-10-01,hounslow,364875,E09000018,342.0,1925.0
2015-11-01,hounslow,366734,E09000018,277.0,1952.0
2015-12-01,hounslow,368802,E09000018,280.0,1875.0
2016-01-01,hounslow,375818,E09000018,192.0,1774.0
2016-02-01,hounslow,376991,E09000018,204.0,1781.0
2016-03-01,hounslow,382232,E09000018,490.0,1776.0
2016-04-01,hounslow,383043,E09000018,189.0,1784.0
2016-05-01,hounslow,392697,E09000018,167.0,2005.0
2016-06-01,hounslow,388955,E09000018,231.0,1917.0
2016-07-01,hounslow,395611,E09000018,205.0,1968.0
2016-08-01,hounslow,398008,E09000018,211.0,1923.0
2016-09-01,hounslow,388796,E09000018,289.0,1929.0
2016-10-01,hounslow,384391,E09000018,264.0,2195.0
2016-11-01,hounslow,379542,E09000018,251.0,1954.0
2016-12-01,hounslow,391460,E09000018,251.0,1852.0
2017-01-01,hounslow,399157,E09000018,158.0,1870.0
2017-02-01,hounslow,400437,E09000018,178.0,1824.0
2017-03-01,hounslow,410459,E09000018,257.0,2126.0
2017-04-01,hounslow,410358,E09000018,199.0,1875.0
2017-05-01,hounslow,404889,E09000018,171.0,2197.0
2017-06-01,hounslow,395163,E09000018,217.0,2151.0
2017-07-01,hounslow,394568,E09000018,183.0,2188.0
2017-08-01,hounslow,402393,E09000018,232.0,2147.0
2017-09-01,hounslow,397360,E09000018,305.0,2017.0
2017-10-01,hounslow,397339,E09000018,266.0,2258.0
2017-11-01,hounslow,394683,E09000018,265.0,2246.0
2017-12-01,hounslow,404048,E09000018,229.0,1979.0
2018-01-01,hounslow,402928,E09000018,204.0,2157.0
2018-02-01,hounslow,401662,E09000018,159.0,1901.0
2018-03-01,hounslow,393946,E09000018,207.0,2093.0
2018-04-01,hounslow,387621,E09000018,160.0,2036.0
2018-05-01,hounslow,390499,E09000018,155.0,2238.0
2018-06-01,hounslow,399965,E09000018,202.0,2030.0
2018-07-01,hounslow,404184,E09000018,235.0,2279.0
2018-08-01,hounslow,396290,E09000018,232.0,1926.0
2018-09-01,hounslow,388292,E09000018,201.0,2022.0
2018-10-01,hounslow,392468,E09000018,192.0,2373.0
2018-11-01,hounslow,400685,E09000018,202.0,2260.0
2018-12-01,hounslow,401033,E09000018,153.0,2156.0
2019-01-01,hounslow,397052,E09000018,158.0,2121.0
2019-02-01,hounslow,390405,E09000018,146.0,2191.0
2019-03-01,hounslow,393727,E09000018,167.0,2376.0
2019-04-01,hounslow,395993,E09000018,155.0,2225.0
2019-05-01,hounslow,398862,E09000018,132.0,2165.0
2019-06-01,hounslow,401748,E09000018,138.0,2276.0
2019-07-01,hounslow,398001,E09000018,129.0,2415.0
2019-08-01,hounslow,402410,E09000018,185.0,2073.0
2019-09-01,hounslow,406757,E09000018,167.0,2242.0
2019-10-01,hounslow,413672,E09000018,206.0,2287.0
2019-11-01,hounslow,410452,E09000018,173.0,2275.0
2001-01-01,islington,204628,E09000019,213.0,2836.0
2001-02-01,islington,202308,E09000019,212.0,2609.0
2001-03-01,islington,206572,E09000019,248.0,2787.0
2001-04-01,islington,213431,E09000019,253.0,2812.0
2001-05-01,islington,221715,E09000019,250.0,2803.0
2001-06-01,islington,224506,E09000019,293.0,2814.0
2001-07-01,islington,228078,E09000019,384.0,2873.0
2001-08-01,islington,228758,E09000019,338.0,2749.0
2001-09-01,islington,229523,E09000019,252.0,2823.0
2001-10-01,islington,227413,E09000019,301.0,3041.0
2001-11-01,islington,226131,E09000019,286.0,2806.0
2001-12-01,islington,224757,E09000019,229.0,2473.0
2002-01-01,islington,226068,E09000019,186.0,2917.0
2002-02-01,islington,231520,E09000019,190.0,2792.0
2002-03-01,islington,238189,E09000019,241.0,2825.0
2002-04-01,islington,245034,E09000019,247.0,3001.0
2002-05-01,islington,246648,E09000019,371.0,3150.0
2002-06-01,islington,248584,E09000019,257.0,2717.0
2002-07-01,islington,249039,E09000019,358.0,2835.0
2002-08-01,islington,253403,E09000019,368.0,2987.0
2002-09-01,islington,258495,E09000019,289.0,2865.0
2002-10-01,islington,258255,E09000019,237.0,2932.0
2002-11-01,islington,260017,E09000019,290.0,2946.0
2002-12-01,islington,257882,E09000019,273.0,2646.0
2003-01-01,islington,264412,E09000019,188.0,3007.0
2003-02-01,islington,258846,E09000019,173.0,2873.0
2003-03-01,islington,256381,E09000019,235.0,3137.0
2003-04-01,islington,250831,E09000019,188.0,3108.0
2003-05-01,islington,256521,E09000019,215.0,3179.0
2003-06-01,islington,255116,E09000019,236.0,2979.0
2003-07-01,islington,263354,E09000019,228.0,2893.0
2003-08-01,islington,269031,E09000019,292.0,2901.0
2003-09-01,islington,272336,E09000019,244.0,3143.0
2003-10-01,islington,265432,E09000019,277.0,3351.0
2003-11-01,islington,263284,E09000019,256.0,3149.0
2003-12-01,islington,269480,E09000019,272.0,2891.0
2004-01-01,islington,274778,E09000019,234.0,2882.0
2004-02-01,islington,275434,E09000019,216.0,2928.0
2004-03-01,islington,277706,E09000019,263.0,3185.0
2004-04-01,islington,282088,E09000019,313.0,2704.0
2004-05-01,islington,285108,E09000019,239.0,2856.0
2004-06-01,islington,282674,E09000019,272.0,2818.0
2004-07-01,islington,287037,E09000019,348.0,2787.0
2004-08-01,islington,292355,E09000019,253.0,2922.0
2004-09-01,islington,295199,E09000019,251.0,2803.0
2004-10-01,islington,292817,E09000019,223.0,3035.0
2004-11-01,islington,292578,E09000019,184.0,3039.0
2004-12-01,islington,293591,E09000019,179.0,2402.0
2005-01-01,islington,293762,E09000019,139.0,2840.0
2005-02-01,islington,288181,E09000019,154.0,2423.0
2005-03-01,islington,288641,E09000019,181.0,2719.0
2005-04-01,islington,288103,E09000019,233.0,2926.0
2005-05-01,islington,291803,E09000019,233.0,2913.0
2005-06-01,islington,295461,E09000019,261.0,3006.0
2005-07-01,islington,298333,E09000019,300.0,2690.0
2005-08-01,islington,302706,E09000019,307.0,2789.0
2005-09-01,islington,303348,E09000019,325.0,2671.0
2005-10-01,islington,303764,E09000019,275.0,2929.0
2005-11-01,islington,295605,E09000019,265.0,2792.0
2005-12-01,islington,291277,E09000019,342.0,2371.0
2006-01-01,islington,294170,E09000019,224.0,2752.0
2006-02-01,islington,303689,E09000019,241.0,2408.0
2006-03-01,islington,310486,E09000019,310.0,2994.0
2006-04-01,islington,318786,E09000019,261.0,2879.0
2006-05-01,islington,323469,E09000019,306.0,3001.0
2006-06-01,islington,324999,E09000019,398.0,3080.0
2006-07-01,islington,318535,E09000019,367.0,2958.0
2006-08-01,islington,322125,E09000019,403.0,2664.0
2006-09-01,islington,326007,E09000019,460.0,2827.0
2006-10-01,islington,336427,E09000019,340.0,3065.0
2006-11-01,islington,327602,E09000019,335.0,3384.0
2006-12-01,islington,329443,E09000019,330.0,2326.0
2007-01-01,islington,333999,E09000019,298.0,2470.0
2007-02-01,islington,349878,E09000019,247.0,2285.0
2007-03-01,islington,354272,E09000019,367.0,2705.0
2007-04-01,islington,359539,E09000019,294.0,2420.0
2007-05-01,islington,369616,E09000019,268.0,2621.0
2007-06-01,islington,390211,E09000019,347.0,2845.0
2007-07-01,islington,399124,E09000019,352.0,2548.0
2007-08-01,islington,411567,E09000019,408.0,2305.0
2007-09-01,islington,415463,E09000019,343.0,2313.0
2007-10-01,islington,419155,E09000019,274.0,2779.0
2007-11-01,islington,412009,E09000019,286.0,2289.0
2007-12-01,islington,413153,E09000019,222.0,2073.0
2008-01-01,islington,408031,E09000019,205.0,2278.0
2008-02-01,islington,407776,E09000019,225.0,2488.0
2008-03-01,islington,402113,E09000019,206.0,2386.0
2008-04-01,islington,402948,E09000019,194.0,2250.0
2008-05-01,islington,399480,E09000019,214.0,2272.0
2008-06-01,islington,391881,E09000019,205.0,2521.0
2008-07-01,islington,394994,E09000019,186.0,2462.0
2008-08-01,islington,384846,E09000019,217.0,2221.0
2008-09-01,islington,385328,E09000019,166.0,2286.0
2008-10-01,islington,368259,E09000019,146.0,2580.0
2008-11-01,islington,354036,E09000019,177.0,2564.0
2008-12-01,islington,341817,E09000019,133.0,2201.0
2009-01-01,islington,329224,E09000019,93.0,2287.0
2009-02-01,islington,332314,E09000019,120.0,2289.0
2009-03-01,islington,326811,E09000019,132.0,2466.0
2009-04-01,islington,331763,E09000019,134.0,2333.0
2009-05-01,islington,328389,E09000019,127.0,2450.0
2009-06-01,islington,331470,E09000019,171.0,2476.0
2009-07-01,islington,339509,E09000019,283.0,2395.0
2009-08-01,islington,355363,E09000019,242.0,2217.0
2009-09-01,islington,368899,E09000019,260.0,2155.0
2009-10-01,islington,371504,E09000019,248.0,2468.0
2009-11-01,islington,367154,E09000019,271.0,2411.0
2009-12-01,islington,361012,E09000019,268.0,2019.0
2010-01-01,islington,368461,E09000019,183.0,2015.0
2010-02-01,islington,382429,E09000019,187.0,2062.0
2010-03-01,islington,389436,E09000019,229.0,2538.0
2010-04-01,islington,393892,E09000019,205.0,2374.0
2010-05-01,islington,393357,E09000019,229.0,2444.0
2010-06-01,islington,400083,E09000019,259.0,2333.0
2010-07-01,islington,403080,E09000019,273.0,2427.0
2010-08-01,islington,405537,E09000019,287.0,2198.0
2010-09-01,islington,412468,E09000019,247.0,2372.0
2010-10-01,islington,407174,E09000019,229.0,2515.0
2010-11-01,islington,412746,E09000019,264.0,2373.0
2010-12-01,islington,407998,E09000019,210.0,2114.0
2011-01-01,islington,416960,E09000019,199.0,2253.0
2011-02-01,islington,408596,E09000019,153.0,2298.0
2011-03-01,islington,411201,E09000019,198.0,2422.0
2011-04-01,islington,428175,E09000019,175.0,2206.0
2011-05-01,islington,424732,E09000019,170.0,2538.0
2011-06-01,islington,425166,E09000019,214.0,2528.0
2011-07-01,islington,417268,E09000019,245.0,2276.0
2011-08-01,islington,431157,E09000019,269.0,2079.0
2011-09-01,islington,439120,E09000019,284.0,2080.0
2011-10-01,islington,431861,E09000019,195.0,2346.0
2011-11-01,islington,429756,E09000019,229.0,2517.0
2011-12-01,islington,425253,E09000019,246.0,1981.0
2012-01-01,islington,428084,E09000019,213.0,2105.0
2012-02-01,islington,433723,E09000019,224.0,1956.0
2012-03-01,islington,435820,E09000019,221.0,2489.0
2012-04-01,islington,440525,E09000019,194.0,2361.0
2012-05-01,islington,453351,E09000019,234.0,2529.0
2012-06-01,islington,454417,E09000019,274.0,2336.0
2012-07-01,islington,435077,E09000019,291.0,2545.0
2012-08-01,islington,423993,E09000019,292.0,2442.0
2012-09-01,islington,429896,E09000019,251.0,2173.0
2012-10-01,islington,446416,E09000019,231.0,2426.0
2012-11-01,islington,461722,E09000019,225.0,2379.0
2012-12-01,islington,462059,E09000019,187.0,2276.0
2013-01-01,islington,477205,E09000019,167.0,2208.0
2013-02-01,islington,467113,E09000019,165.0,2125.0
2013-03-01,islington,473635,E09000019,226.0,2064.0
2013-04-01,islington,475031,E09000019,166.0,1899.0
2013-05-01,islington,479123,E09000019,238.0,2103.0
2013-06-01,islington,485856,E09000019,278.0,1989.0
2013-07-01,islington,491034,E09000019,320.0,2113.0
2013-08-01,islington,505021,E09000019,316.0,1981.0
2013-09-01,islington,510600,E09000019,250.0,2066.0
2013-10-01,islington,515581,E09000019,278.0,2166.0
2013-11-01,islington,529150,E09000019,300.0,2101.0
2013-12-01,islington,539846,E09000019,294.0,1871.0
2014-01-01,islington,548119,E09000019,220.0,2081.0
2014-02-01,islington,551565,E09000019,206.0,1982.0
2014-03-01,islington,557872,E09000019,214.0,2258.0
2014-04-01,islington,558630,E09000019,225.0,2079.0
2014-05-01,islington,570688,E09000019,264.0,2119.0
2014-06-01,islington,581267,E09000019,262.0,1991.0
2014-07-01,islington,599523,E09000019,310.0,2106.0
2014-08-01,islington,610837,E09000019,249.0,1954.0
2014-09-01,islington,620725,E09000019,228.0,2257.0
2014-10-01,islington,616689,E09000019,223.0,2302.0
2014-11-01,islington,601115,E09000019,187.0,2312.0
2014-12-01,islington,605026,E09000019,288.0,2253.0
2015-01-01,islington,616322,E09000019,174.0,2198.0
2015-02-01,islington,636242,E09000019,168.0,2181.0
2015-03-01,islington,630006,E09000019,235.0,2473.0
2015-04-01,islington,641172,E09000019,209.0,2385.0
2015-05-01,islington,644322,E09000019,172.0,2494.0
2015-06-01,islington,651604,E09000019,215.0,2404.0
2015-07-01,islington,646180,E09000019,214.0,2397.0
2015-08-01,islington,646005,E09000019,222.0,2213.0
2015-09-01,islington,657610,E09000019,194.0,2192.0
2015-10-01,islington,656970,E09000019,184.0,2399.0
2015-11-01,islington,652896,E09000019,197.0,2400.0
2015-12-01,islington,638445,E09000019,198.0,2427.0
2016-01-01,islington,638496,E09000019,170.0,2420.0
2016-02-01,islington,628362,E09000019,172.0,2232.0
2016-03-01,islington,646021,E09000019,529.0,2186.0
2016-04-01,islington,640534,E09000019,163.0,2164.0
2016-05-01,islington,645784,E09000019,141.0,2227.0
2016-06-01,islington,632660,E09000019,153.0,2522.0
2016-07-01,islington,648907,E09000019,221.0,2649.0
2016-08-01,islington,657819,E09000019,161.0,2266.0
2016-09-01,islington,647014,E09000019,163.0,2183.0
2016-10-01,islington,634621,E09000019,156.0,2308.0
2016-11-01,islington,637573,E09000019,148.0,2303.0
2016-12-01,islington,647853,E09000019,163.0,2392.0
2017-01-01,islington,639571,E09000019,133.0,2321.0
2017-02-01,islington,622393,E09000019,115.0,2261.0
2017-03-01,islington,621583,E09000019,158.0,2890.0
2017-04-01,islington,638977,E09000019,127.0,2424.0
2017-05-01,islington,659548,E09000019,116.0,2891.0
2017-06-01,islington,665437,E09000019,173.0,3068.0
2017-07-01,islington,667847,E09000019,151.0,3017.0
2017-08-01,islington,673655,E09000019,167.0,2836.0
2017-09-01,islington,670683,E09000019,160.0,2663.0
2017-10-01,islington,657949,E09000019,127.0,2781.0
2017-11-01,islington,644362,E09000019,132.0,2600.0
2017-12-01,islington,639371,E09000019,135.0,2458.0
2018-01-01,islington,652264,E09000019,120.0,2591.0
2018-02-01,islington,646991,E09000019,117.0,2044.0
2018-03-01,islington,651933,E09000019,133.0,2133.0
2018-04-01,islington,637412,E09000019,124.0,2345.0
2018-05-01,islington,651023,E09000019,131.0,2380.0
2018-06-01,islington,655134,E09000019,119.0,2555.0
2018-07-01,islington,677798,E09000019,159.0,2697.0
2018-08-01,islington,667866,E09000019,190.0,2293.0
2018-09-01,islington,660512,E09000019,188.0,2365.0
2018-10-01,islington,634943,E09000019,155.0,2621.0
2018-11-01,islington,636823,E09000019,171.0,2368.0
2018-12-01,islington,625190,E09000019,145.0,2399.0
2019-01-01,islington,635328,E09000019,128.0,2478.0
2019-02-01,islington,627120,E09000019,156.0,2206.0
2019-03-01,islington,627543,E09000019,165.0,2512.0
2019-04-01,islington,619883,E09000019,129.0,2524.0
2019-05-01,islington,623358,E09000019,142.0,2519.0
2019-06-01,islington,627183,E09000019,143.0,2317.0
2019-07-01,islington,632614,E09000019,168.0,2846.0
2019-08-01,islington,649329,E09000019,172.0,2466.0
2019-09-01,islington,656948,E09000019,115.0,2533.0
2019-10-01,islington,645971,E09000019,142.0,2842.0
2019-11-01,islington,629164,E09000019,130.0,2653.0
2001-01-01,kensington and chelsea,407739,E09000020,276.0,2137.0
2001-02-01,kensington and chelsea,394886,E09000020,277.0,1955.0
2001-03-01,kensington and chelsea,406200,E09000020,394.0,2314.0
2001-04-01,kensington and chelsea,418016,E09000020,335.0,2129.0
2001-05-01,kensington and chelsea,417771,E09000020,364.0,2242.0
2001-06-01,kensington and chelsea,423411,E09000020,341.0,2149.0
2001-07-01,kensington and chelsea,434521,E09000020,424.0,2196.0
2001-08-01,kensington and chelsea,451028,E09000020,367.0,2242.0
2001-09-01,kensington and chelsea,438215,E09000020,321.0,1995.0
2001-10-01,kensington and chelsea,424833,E09000020,300.0,2272.0
2001-11-01,kensington and chelsea,412659,E09000020,295.0,2197.0
2001-12-01,kensington and chelsea,412275,E09000020,246.0,2034.0
2002-01-01,kensington and chelsea,407492,E09000020,281.0,2176.0
2002-02-01,kensington and chelsea,406516,E09000020,264.0,1875.0
2002-03-01,kensington and chelsea,414376,E09000020,442.0,2209.0
2002-04-01,kensington and chelsea,440746,E09000020,401.0,2395.0
2002-05-01,kensington and chelsea,467441,E09000020,470.0,2333.0
2002-06-01,kensington and chelsea,486673,E09000020,406.0,2170.0
2002-07-01,kensington and chelsea,497538,E09000020,415.0,2322.0
2002-08-01,kensington and chelsea,490267,E09000020,445.0,2454.0
2002-09-01,kensington and chelsea,486338,E09000020,345.0,2164.0
2002-10-01,kensington and chelsea,474862,E09000020,350.0,2261.0
2002-11-01,kensington and chelsea,484175,E09000020,302.0,2018.0
2002-12-01,kensington and chelsea,468164,E09000020,282.0,1999.0
2003-01-01,kensington and chelsea,466463,E09000020,285.0,2159.0
2003-02-01,kensington and chelsea,452671,E09000020,206.0,1864.0
2003-03-01,kensington and chelsea,455466,E09000020,205.0,2060.0
2003-04-01,kensington and chelsea,456330,E09000020,178.0,1958.0
2003-05-01,kensington and chelsea,452104,E09000020,226.0,2028.0
2003-06-01,kensington and chelsea,464442,E09000020,207.0,2164.0
2003-07-01,kensington and chelsea,455925,E09000020,282.0,2121.0
2003-08-01,kensington and chelsea,454476,E09000020,333.0,2363.0
2003-09-01,kensington and chelsea,448908,E09000020,417.0,2017.0
2003-10-01,kensington and chelsea,459283,E09000020,360.0,2045.0
2003-11-01,kensington and chelsea,471114,E09000020,386.0,1948.0
2003-12-01,kensington and chelsea,488704,E09000020,366.0,1873.0
2004-01-01,kensington and chelsea,495894,E09000020,340.0,2034.0
2004-02-01,kensington and chelsea,506469,E09000020,308.0,1921.0
2004-03-01,kensington and chelsea,504555,E09000020,354.0,2180.0
2004-04-01,kensington and chelsea,490464,E09000020,401.0,1983.0
2004-05-01,kensington and chelsea,488594,E09000020,360.0,2112.0
2004-06-01,kensington and chelsea,492778,E09000020,363.0,2082.0
2004-07-01,kensington and chelsea,534860,E09000020,423.0,2145.0
2004-08-01,kensington and chelsea,547674,E09000020,317.0,2176.0
2004-09-01,kensington and chelsea,559286,E09000020,340.0,1901.0
2004-10-01,kensington and chelsea,523246,E09000020,275.0,2158.0
2004-11-01,kensington and chelsea,517540,E09000020,247.0,1898.0
2004-12-01,kensington and chelsea,484880,E09000020,278.0,1691.0
2005-01-01,kensington and chelsea,477958,E09000020,257.0,1683.0
2005-02-01,kensington and chelsea,480086,E09000020,189.0,1545.0
2005-03-01,kensington and chelsea,489291,E09000020,274.0,1792.0
2005-04-01,kensington and chelsea,507964,E09000020,294.0,1824.0
2005-05-01,kensington and chelsea,518054,E09000020,274.0,1945.0
2005-06-01,kensington and chelsea,527082,E09000020,315.0,1841.0
2005-07-01,kensington and chelsea,540566,E09000020,327.0,1920.0
2005-08-01,kensington and chelsea,529996,E09000020,286.0,2136.0
2005-09-01,kensington and chelsea,542761,E09000020,331.0,1828.0
2005-10-01,kensington and chelsea,532195,E09000020,231.0,1866.0
2005-11-01,kensington and chelsea,540675,E09000020,273.0,1767.0
2005-12-01,kensington and chelsea,555847,E09000020,299.0,1736.0
2006-01-01,kensington and chelsea,565247,E09000020,319.0,1759.0
2006-02-01,kensington and chelsea,569195,E09000020,233.0,1536.0
2006-03-01,kensington and chelsea,570415,E09000020,371.0,1809.0
2006-04-01,kensington and chelsea,581164,E09000020,347.0,1636.0
2006-05-01,kensington and chelsea,590768,E09000020,338.0,1788.0
2006-06-01,kensington and chelsea,599841,E09000020,400.0,1869.0
2006-07-01,kensington and chelsea,606796,E09000020,366.0,1877.0
2006-08-01,kensington and chelsea,609829,E09000020,355.0,2113.0
2006-09-01,kensington and chelsea,603462,E09000020,394.0,1873.0
2006-10-01,kensington and chelsea,604626,E09000020,360.0,1951.0
2006-11-01,kensington and chelsea,630206,E09000020,350.0,2150.0
2006-12-01,kensington and chelsea,644541,E09000020,375.0,1771.0
2007-01-01,kensington and chelsea,682118,E09000020,397.0,2096.0
2007-02-01,kensington and chelsea,695308,E09000020,317.0,1800.0
2007-03-01,kensington and chelsea,712066,E09000020,352.0,2030.0
2007-04-01,kensington and chelsea,718862,E09000020,311.0,1980.0
2007-05-01,kensington and chelsea,718509,E09000020,320.0,1977.0
2007-06-01,kensington and chelsea,723633,E09000020,327.0,1956.0
2007-07-01,kensington and chelsea,746127,E09000020,372.0,1926.0
2007-08-01,kensington and chelsea,779957,E09000020,328.0,2309.0
2007-09-01,kensington and chelsea,830950,E09000020,275.0,1674.0
2007-10-01,kensington and chelsea,808270,E09000020,226.0,1780.0
2007-11-01,kensington and chelsea,777268,E09000020,299.0,1810.0
2007-12-01,kensington and chelsea,767083,E09000020,168.0,1623.0
2008-01-01,kensington and chelsea,810781,E09000020,186.0,1737.0
2008-02-01,kensington and chelsea,832753,E09000020,149.0,1608.0
2008-03-01,kensington and chelsea,808429,E09000020,133.0,1835.0
2008-04-01,kensington and chelsea,762673,E09000020,186.0,1759.0
2008-05-01,kensington and chelsea,760593,E09000020,162.0,1870.0
2008-06-01,kensington and chelsea,766472,E09000020,133.0,1757.0
2008-07-01,kensington and chelsea,822508,E09000020,164.0,1832.0
2008-08-01,kensington and chelsea,806857,E09000020,117.0,2364.0
2008-09-01,kensington and chelsea,811950,E09000020,155.0,1656.0
2008-10-01,kensington and chelsea,754939,E09000020,117.0,1755.0
2008-11-01,kensington and chelsea,754636,E09000020,90.0,1694.0
2008-12-01,kensington and chelsea,725424,E09000020,105.0,1579.0
2009-01-01,kensington and chelsea,668546,E09000020,78.0,1523.0
2009-02-01,kensington and chelsea,627150,E09000020,95.0,1462.0
2009-03-01,kensington and chelsea,598430,E09000020,121.0,1630.0
2009-04-01,kensington and chelsea,622563,E09000020,137.0,1557.0
2009-05-01,kensington and chelsea,664598,E09000020,137.0,1671.0
2009-06-01,kensington and chelsea,719453,E09000020,173.0,1754.0
2009-07-01,kensington and chelsea,770240,E09000020,232.0,1716.0
2009-08-01,kensington and chelsea,782459,E09000020,187.0,1837.0
2009-09-01,kensington and chelsea,763330,E09000020,228.0,1787.0
2009-10-01,kensington and chelsea,736741,E09000020,229.0,1760.0
2009-11-01,kensington and chelsea,753693,E09000020,226.0,1558.0
2009-12-01,kensington and chelsea,755047,E09000020,176.0,1528.0
2010-01-01,kensington and chelsea,794620,E09000020,202.0,1477.0
2010-02-01,kensington and chelsea,778622,E09000020,151.0,1493.0
2010-03-01,kensington and chelsea,820954,E09000020,207.0,1719.0
2010-04-01,kensington and chelsea,818816,E09000020,221.0,1630.0
2010-05-01,kensington and chelsea,855775,E09000020,181.0,1773.0
2010-06-01,kensington and chelsea,821510,E09000020,224.0,1785.0
2010-07-01,kensington and chelsea,845614,E09000020,253.0,1939.0
2010-08-01,kensington and chelsea,826390,E09000020,198.0,2092.0
2010-09-01,kensington and chelsea,863878,E09000020,218.0,1972.0
2010-10-01,kensington and chelsea,859065,E09000020,197.0,1811.0
2010-11-01,kensington and chelsea,877861,E09000020,177.0,1628.0
2010-12-01,kensington and chelsea,884674,E09000020,201.0,1595.0
2011-01-01,kensington and chelsea,860460,E09000020,182.0,1685.0
2011-02-01,kensington and chelsea,844014,E09000020,164.0,1487.0
2011-03-01,kensington and chelsea,879557,E09000020,235.0,1785.0
2011-04-01,kensington and chelsea,959520,E09000020,266.0,1645.0
2011-05-01,kensington and chelsea,939202,E09000020,158.0,1950.0
2011-06-01,kensington and chelsea,911740,E09000020,187.0,1671.0
2011-07-01,kensington and chelsea,877358,E09000020,245.0,1672.0
2011-08-01,kensington and chelsea,912819,E09000020,235.0,1995.0
2011-09-01,kensington and chelsea,931099,E09000020,238.0,1534.0
2011-10-01,kensington and chelsea,916676,E09000020,184.0,1555.0
2011-11-01,kensington and chelsea,950767,E09000020,202.0,1836.0
2011-12-01,kensington and chelsea,919569,E09000020,167.0,1754.0
2012-01-01,kensington and chelsea,929644,E09000020,187.0,1748.0
2012-02-01,kensington and chelsea,933654,E09000020,167.0,1536.0
2012-03-01,kensington and chelsea,941251,E09000020,159.0,1887.0
2012-04-01,kensington and chelsea,970715,E09000020,170.0,1720.0
2012-05-01,kensington and chelsea,974635,E09000020,190.0,1801.0
2012-06-01,kensington and chelsea,1030803,E09000020,190.0,1676.0
2012-07-01,kensington and chelsea,1032875,E09000020,234.0,1713.0
2012-08-01,kensington and chelsea,1042777,E09000020,173.0,2458.0
2012-09-01,kensington and chelsea,1058206,E09000020,196.0,1635.0
2012-10-01,kensington and chelsea,1077366,E09000020,181.0,1778.0
2012-11-01,kensington and chelsea,1071778,E09000020,184.0,1683.0
2012-12-01,kensington and chelsea,1044834,E09000020,189.0,1723.0
2013-01-01,kensington and chelsea,1067550,E09000020,181.0,1663.0
2013-02-01,kensington and chelsea,1060810,E09000020,145.0,1583.0
2013-03-01,kensington and chelsea,1076419,E09000020,206.0,1412.0
2013-04-01,kensington and chelsea,1043141,E09000020,174.0,1455.0
2013-05-01,kensington and chelsea,1086593,E09000020,221.0,1405.0
2013-06-01,kensington and chelsea,1122471,E09000020,219.0,1415.0
2013-07-01,kensington and chelsea,1159559,E09000020,280.0,1487.0
2013-08-01,kensington and chelsea,1189245,E09000020,249.0,2167.0
2013-09-01,kensington and chelsea,1217729,E09000020,258.0,1465.0
2013-10-01,kensington and chelsea,1172514,E09000020,221.0,1476.0
2013-11-01,kensington and chelsea,1168770,E09000020,262.0,1482.0
2013-12-01,kensington and chelsea,1154073,E09000020,230.0,1399.0
2014-01-01,kensington and chelsea,1204771,E09000020,280.0,1402.0
2014-02-01,kensington and chelsea,1198222,E09000020,222.0,1347.0
2014-03-01,kensington and chelsea,1209578,E09000020,222.0,1473.0
2014-04-01,kensington and chelsea,1231111,E09000020,267.0,1531.0
2014-05-01,kensington and chelsea,1263468,E09000020,269.0,1492.0
2014-06-01,kensington and chelsea,1297755,E09000020,213.0,1453.0
2014-07-01,kensington and chelsea,1345616,E09000020,251.0,1460.0
2014-08-01,kensington and chelsea,1347030,E09000020,217.0,2089.0
2014-09-01,kensington and chelsea,1344464,E09000020,208.0,1429.0
2014-10-01,kensington and chelsea,1334423,E09000020,228.0,1610.0
2014-11-01,kensington and chelsea,1365050,E09000020,158.0,1555.0
2014-12-01,kensington and chelsea,1319380,E09000020,169.0,1619.0
2015-01-01,kensington and chelsea,1313357,E09000020,187.0,1566.0
2015-02-01,kensington and chelsea,1287616,E09000020,180.0,1413.0
2015-03-01,kensington and chelsea,1306557,E09000020,195.0,1620.0
2015-04-01,kensington and chelsea,1291645,E09000020,156.0,1475.0
2015-05-01,kensington and chelsea,1306192,E09000020,170.0,1637.0
2015-06-01,kensington and chelsea,1293028,E09000020,182.0,1637.0
2015-07-01,kensington and chelsea,1328276,E09000020,201.0,1650.0
2015-08-01,kensington and chelsea,1316116,E09000020,169.0,1752.0
2015-09-01,kensington and chelsea,1353679,E09000020,190.0,1809.0
2015-10-01,kensington and chelsea,1268780,E09000020,171.0,1762.0
2015-11-01,kensington and chelsea,1295078,E09000020,160.0,1672.0
2015-12-01,kensington and chelsea,1264909,E09000020,217.0,1724.0
