date,area,average_price,code,houses_sold,no_of_crimes
2001-12-01,ealing,177139,E09000009,413.0,2796.0
2002-01-01,ealing,178154,E09000009,412.0,3031.0
2002-02-01,ealing,181826,E09000009,390.0,2608.0
2002-03-01,ealing,185613,E09000009,500.0,2873.0
2002-04-01,ealing,190470,E09000009,473.0,3170.0
2002-05-01,ealing,193306,E09000009,662.0,3198.0
2002-06-01,ealing,197100,E09000009,461.0,2868.0
2002-07-01,ealing,199214,E09000009,582.0,3030.0
2002-08-01,ealing,204196,E09000009,657.0,2983.0
2002-09-01,ealing,208311,E09000009,567.0,2942.0
2002-10-01,ealing,213391,E09000009,552.0,2833.0
2002-11-01,ealing,213914,E09000009,515.0,2709.0
2002-12-01,ealing,215626,E09000009,457.0,2602.0
2003-01-01,ealing,214973,E09000009,383.0,2818.0
2003-02-01,ealing,218803,E09000009,400.0,2688.0
2003-03-01,ealing,219128,E09000009,377.0,2973.0
2003-04-01,ealing,221546,E09000009,376.0,2691.0
2003-05-01,ealing,221371,E09000009,409.0,2872.0
2003-06-01,ealing,221573,E09000009,452.0,2870.0
2003-07-01,ealing,220705,E09000009,483.0,3115.0
2003-08-01,ealing,221299,E09000009,575.0,2881.0
2003-09-01,ealing,222089,E09000009,552.0,2924.0
2003-10-01,ealing,224164,E09000009,618.0,2908.0
2003-11-01,ealing,226069,E09000009,626.0,2597.0
2003-12-01,ealing,228550,E09000009,498.0,2597.0
2004-01-01,ealing,229859,E09000009,502.0,2897.0
2004-02-01,ealing,230519,E09000009,510.0,2884.0
2004-03-01,ealing,231657,E09000009,567.0,3079.0
2004-04-01,ealing,234888,E09000009,554.0,2937.0
2004-05-01,ealing,238668,E09000009,468.0,2982.0
2004-06-01,ealing,243308,E09000009,595.0,2858.0
2004-07-01,ealing,246214,E09000009,628.0,2831.0
2004-08-01,ealing,248541,E09000009,521.0,2746.0
2004-09-01,ealing,248637,E09000009,450.0,2792.0
2004-10-01,ealing,246355,E09000009,454.0,2752.0
2004-11-01,ealing,247226,E09000009,393.0,2738.0
2004-12-01,ealing,246591,E09000009,366.0,2575.0
2005-01-01,ealing,244937,E09000009,271.0,2725.0
2005-02-01,ealing,241052,E09000009,271.0,2549.0
2005-03-01,ealing,239429,E09000009,354.0,2687.0
2005-04-01,ealing,242940,E09000009,374.0,2724.0
2005-05-01,ealing,244911,E09000009,367.0,2869.0
2005-06-01,ealing,245663,E09000009,424.0,2937.0
2005-07-01,ealing,247401,E09000009,432.0,2798.0
2005-08-01,ealing,248384,E09000009,490.0,2678.0
2005-09-01,ealing,249674,E09000009,508.0,2736.0
2005-10-01,ealing,246674,E09000009,441.0,3020.0
2005-11-01,ealing,243406,E09000009,474.0,2927.0
2005-12-01,ealing,243992,E09000009,475.0,2677.0
2006-01-01,ealing,247594,E09000009,421.0,2818.0
2006-02-01,ealing,251239,E09000009,387.0,2547.0
2006-03-01,ealing,250284,E09000009,500.0,2953.0
2006-04-01,ealing,251679,E09000009,443.0,2805.0
2006-05-01,ealing,255038,E09000009,431.0,2990.0
2006-06-01,ealing,259625,E09000009,552.0,2959.0
2006-07-01,ealing,261997,E09000009,619.0,2843.0
2006-08-01,ealing,265047,E09000009,664.0,2674.0
2006-09-01,ealing,269299,E09000009,600.0,2906.0
2006-10-01,ealing,270345,E09000009,639.0,2777.0
2006-11-01,ealing,269520,E09000009,617.0,2979.0
2006-12-01,ealing,270808,E09000009,609.0,2551.0
2007-01-01,ealing,273569,E09000009,521.0,3000.0
2007-02-01,ealing,279643,E09000009,468.0,2649.0
2007-03-01,ealing,282097,E09000009,587.0,2817.0
2007-04-01,ealing,286146,E09000009,450.0,2550.0
2007-05-01,ealing,286842,E09000009,540.0,2874.0
2007-06-01,ealing,289264,E09000009,642.0,2628.0
2007-07-01,ealing,295486,E09000009,559.0,2667.0
2007-08-01,ealing,300586,E09000009,610.0,2625.0
2007-09-01,ealing,305955,E09000009,467.0,2497.0
2007-10-01,ealing,307579,E09000009,511.0,2879.0
2007-11-01,ealing,309936,E09000009,445.0,2802.0
2007-12-01,ealing,308303,E09000009,358.0,2588.0
2008-01-01,ealing,310173,E09000009,336.0,2755.0
2008-02-01,ealing,305649,E09000009,310.0,2724.0
2008-03-01,ealing,307788,E09000009,276.0,2483.0
2008-04-01,ealing,300884,E09000009,269.0,2468.0
2008-05-01,ealing,304014,E09000009,253.0,2680.0
2008-06-01,ealing,299363,E09000009,209.0,2555.0
2008-07-01,ealing,297370,E09000009,255.0,2770.0
2008-08-01,ealing,293303,E09000009,185.0,2508.0
2008-09-01,ealing,293399,E09000009,165.0,2467.0
2008-10-01,ealing,286906,E09000009,176.0,2872.0
2008-11-01,ealing,279322,E09000009,120.0,2621.0
2008-12-01,ealing,265723,E09000009,166.0,2337.0
2009-01-01,ealing,257539,E09000009,96.0,2567.0
2009-02-01,ealing,253953,E09000009,105.0,2477.0
2009-03-01,ealing,251130,E09000009,116.0,2791.0
2009-04-01,ealing,250917,E09000009,143.0,2552.0
2009-05-01,ealing,251077,E09000009,161.0,2693.0
2009-06-01,ealing,255022,E09000009,212.0,2757.0
2009-07-01,ealing,263724,E09000009,248.0,2755.0
2009-08-01,ealing,268788,E09000009,227.0,2729.0
2009-09-01,ealing,277406,E09000009,237.0,2684.0
2009-10-01,ealing,280529,E09000009,268.0,2749.0
2009-11-01,ealing,278843,E09000009,243.0,2587.0
2009-12-01,ealing,279575,E09000009,312.0,2392.0
2010-01-01,ealing,283234,E09000009,231.0,2506.0
2010-02-01,ealing,287882,E09000009,207.0,2673.0
2010-03-01,ealing,288740,E09000009,254.0,3106.0
2010-04-01,ealing,285639,E09000009,246.0,2985.0
2010-05-01,ealing,286726,E09000009,230.0,3244.0
2010-06-01,ealing,287130,E09000009,284.0,3195.0
2010-07-01,ealing,293318,E09000009,306.0,3401.0
2010-08-01,ealing,298161,E09000009,266.0,2868.0
2010-09-01,ealing,301225,E09000009,311.0,2769.0
2010-10-01,ealing,302710,E09000009,265.0,2953.0
2010-11-01,ealing,299906,E09000009,297.0,3010.0
2010-12-01,ealing,299238,E09000009,272.0,2451.0
2011-01-01,ealing,299150,E09000009,191.0,2571.0
2011-02-01,ealing,301738,E09000009,218.0,2648.0
2011-03-01,ealing,299740,E09000009,224.0,2943.0
2011-04-01,ealing,300859,E09000009,225.0,2914.0
2011-05-01,ealing,298099,E09000009,227.0,3156.0
2011-06-01,ealing,302247,E09000009,222.0,2846.0
2011-07-01,ealing,303832,E09000009,296.0,2833.0
2011-08-01,ealing,307331,E09000009,285.0,2939.0
2011-09-01,ealing,307754,E09000009,280.0,2287.0
2011-10-01,ealing,304246,E09000009,279.0,2697.0
2011-11-01,ealing,299592,E09000009,280.0,2653.0
2011-12-01,ealing,303095,E09000009,284.0,2392.0
2012-01-01,ealing,304690,E09000009,229.0,2712.0
2012-02-01,ealing,308315,E09000009,194.0,2335.0
2012-03-01,ealing,305323,E09000009,300.0,2790.0
2012-04-01,ealing,304805,E09000009,173.0,2399.0
2012-05-01,ealing,310931,E09000009,268.0,2708.0
2012-06-01,ealing,321734,E09000009,279.0,2589.0
2012-07-01,ealing,329312,E09000009,302.0,2741.0
2012-08-01,ealing,330626,E09000009,312.0,2598.0
2012-09-01,ealing,326083,E09000009,252.0,2421.0
2012-10-01,ealing,325862,E09000009,307.0,2576.0
2012-11-01,ealing,329404,E09000009,331.0,2704.0
2012-12-01,ealing,327288,E09000009,290.0,2405.0
2013-01-01,ealing,325025,E09000009,264.0,2373.0
2013-02-01,ealing,322278,E09000009,274.0,2281.0
2013-03-01,ealing,321594,E09000009,320.0,2215.0
2013-04-01,ealing,328639,E09000009,256.0,2193.0
2013-05-01,ealing,331103,E09000009,287.0,2210.0
2013-06-01,ealing,340097,E09000009,316.0,2247.0
2013-07-01,ealing,344200,E09000009,371.0,2475.0
2013-08-01,ealing,347294,E09000009,390.0,2157.0
2013-09-01,ealing,348839,E09000009,342.0,2106.0
2013-10-01,ealing,345781,E09000009,375.0,2231.0
2013-11-01,ealing,349247,E09000009,329.0,2226.0
2013-12-01,ealing,352969,E09000009,324.0,2019.0
2014-01-01,ealing,364514,E09000009,301.0,1995.0
2014-02-01,ealing,370620,E09000009,274.0,1871.0
2014-03-01,ealing,377756,E09000009,287.0,2163.0
2014-04-01,ealing,384904,E09000009,293.0,1970.0
2014-05-01,ealing,395085,E09000009,254.0,2123.0
2014-06-01,ealing,405196,E09000009,285.0,2225.0
2014-07-01,ealing,413032,E09000009,293.0,2380.0
2014-08-01,ealing,422701,E09000009,349.0,2097.0
2014-09-01,ealing,423808,E09000009,288.0,2145.0
2014-10-01,ealing,416777,E09000009,318.0,2371.0
2014-11-01,ealing,413242,E09000009,276.0,2185.0
2014-12-01,ealing,412835,E09000009,284.0,2187.0
2015-01-01,ealing,412383,E09000009,289.0,2091.0
2015-02-01,ealing,412002,E09000009,213.0,1961.0
2015-03-01,ealing,411636,E09000009,283.0,2210.0
2015-04-01,ealing,418826,E09000009,269.0,2109.0
2015-05-01,ealing,422372,E09000009,294.0,2429.0
2015-06-01,ealing,430234,E09000009,365.0,2442.0
2015-07-01,ealing,439529,E09000009,381.0,2388.0
2015-08-01,ealing,445829,E09000009,340.0,2173.0
2015-09-01,ealing,453923,E09000009,306.0,2234.0
2015-10-01,ealing,462653,E09000009,326.0,2349.0
2015-11-01,ealing,474405,E09000009,273.0,2299.0
2015-12-01,ealing,475935,E09000009,330.0,2327.0
2016-01-01,ealing,470507,E09000009,255.0,2226.0
2016-02-01,ealing,471280,E09000009,245.0,1904.0
2016-03-01,ealing,473105,E09000009,557.0,2163.0
2016-04-01,ealing,477227,E09000009,150.0,2332.0
2016-05-01,ealing,469890,E09000009,200.0,2535.0
2016-06-01,ealing,477207,E09000009,247.0,2486.0
2016-07-01,ealing,478453,E09000009,217.0,2589.0
2016-08-01,ealing,483847,E09000009,276.0,2404.0
2016-09-01,ealing,477486,E09000009,291.0,2388.0
2016-10-01,ealing,477266,E09000009,197.0,2380.0
2016-11-01,ealing,475630,E09000009,269.0,2182.0
2016-12-01,ealing,485390,E09000009,272.0,2353.0
2017-01-01,ealing,489364,E09000009,200.0,2119.0
2017-02-01,ealing,489687,E09000009,215.0,2176.0
2017-03-01,ealing,485942,E09000009,293.0,2435.0
2017-04-01,ealing,482245,E09000009,195.0,2253.0
2017-05-01,ealing,486263,E09000009,199.0,2450.0
2017-06-01,ealing,483875,E09000009,249.0,2468.0
2017-07-01,ealing,489318,E09000009,248.0,2555.0
2017-08-01,ealing,488418,E09000009,268.0,2293.0
2017-09-01,ealing,489068,E09000009,233.0,2245.0
2017-10-01,ealing,482447,E09000009,217.0,2648.0
2017-11-01,ealing,479332,E09000009,221.0,2555.0
2017-12-01,ealing,469146,E09000009,249.0,2120.0
2018-01-01,ealing,473631,E09000009,216.0,2300.0
2018-02-01,ealing,476731,E09000009,199.0,2073.0
2018-03-01,ealing,483878,E09000009,236.0,2281.0
2018-04-01,ealing,481101,E09000009,211.0,2290.0
2018-05-01,ealing,473140,E09000009,220.0,2421.0
2018-06-01,ealing,476828,E09000009,257.0,2293.0
2018-07-01,ealing,478376,E09000009,256.0,2514.0
2018-08-01,ealing,485596,E09000009,274.0,2274.0
2018-09-01,ealing,485266,E09000009,236.0,2420.0
2018-10-01,ealing,481233,E09000009,217.0,2554.0
2018-11-01,ealing,482905,E09000009,279.0,2595.0
2018-12-01,ealing,481922,E09000009,191.0,2292.0
2019-01-01,ealing,483336,E09000009,186.0,2550.0
2019-02-01,ealing,476525,E09000009,183.0,2462.0
2019-03-01,ealing,466492,E09000009,233.0,2900.0
2019-04-01,ealing,461320,E09000009,185.0,2505.0
2019-05-01,ealing,465025,E09000009,218.0,2610.0
2019-06-01,ealing,472063,E09000009,194.0,2564.0
2019-07-01,ealing,473089,E09000009,224.0,2824.0
2019-08-01,ealing,473808,E09000009,272.0,2611.0
2019-09-01,ealing,475064,E09000009,199.0,2639.0
2019-10-01,ealing,478329,E09000009,190.0,2713.0
2019-11-01,ealing,475304,E09000009,164.0,2808.0
2001-01-01,enfield,125851,E09000010,425.0,2116.0
2001-02-01,enfield,127577,E09000010,411.0,2038.0
2001-03-01,enfield,128245,E09000010,506.0,2360.0
2001-04-01,enfield,130619,E09000010,466.0,2173.0
2001-05-01,enfield,131946,E09000010,615.0,2300.0
2001-06-01,enfield,134910,E09000010,700.0,2031.0
2001-07-01,enfield,136380,E09000010,698.0,2207.0
2001-08-01,enfield,139076,E09000010,750.0,2243.0
2001-09-01,enfield,141172,E09000010,646.0,2191.0
2001-10-01,enfield,143385,E09000010,681.0,2474.0
2001-11-01,enfield,144954,E09000010,671.0,2316.0
2001-12-01,enfield,144443,E09000010,504.0,2078.0
2002-01-01,enfield,144678,E09000010,440.0,2281.0
2002-02-01,enfield,145085,E09000010,487.0,2034.0
2002-03-01,enfield,147046,E09000010,599.0,2285.0
2002-04-01,enfield,149140,E09000010,623.0,2370.0
2002-05-01,enfield,151451,E09000010,733.0,2567.0
2002-06-01,enfield,154921,E09000010,522.0,2109.0
2002-07-01,enfield,159583,E09000010,763.0,2230.0
2002-08-01,enfield,163246,E09000010,736.0,2078.0
2002-09-01,enfield,169030,E09000010,568.0,2076.0
2002-10-01,enfield,173956,E09000010,653.0,2273.0
2002-11-01,enfield,178760,E09000010,559.0,2271.0
2002-12-01,enfield,180595,E09000010,554.0,2034.0
2003-01-01,enfield,182113,E09000010,516.0,2488.0
2003-02-01,enfield,184682,E09000010,498.0,2029.0
2003-03-01,enfield,188076,E09000010,421.0,2527.0
2003-04-01,enfield,188273,E09000010,456.0,2412.0
2003-05-01,enfield,189206,E09000010,424.0,2302.0
2003-06-01,enfield,189793,E09000010,508.0,2261.0
2003-07-01,enfield,192574,E09000010,574.0,2365.0
2003-08-01,enfield,193342,E09000010,526.0,2175.0
2003-09-01,enfield,193259,E09000010,535.0,2190.0
2003-10-01,enfield,194368,E09000010,668.0,2175.0
2003-11-01,enfield,195174,E09000010,570.0,2224.0
2003-12-01,enfield,196011,E09000010,625.0,2369.0
2004-01-01,enfield,195656,E09000010,437.0,2685.0
2004-02-01,enfield,195880,E09000010,532.0,2271.0
2004-03-01,enfield,196929,E09000010,549.0,2381.0
2004-04-01,enfield,200131,E09000010,499.0,2275.0
2004-05-01,enfield,205044,E09000010,506.0,2218.0
2004-06-01,enfield,208076,E09000010,565.0,2290.0
2004-07-01,enfield,209454,E09000010,672.0,2139.0
2004-08-01,enfield,210187,E09000010,574.0,2025.0
2004-09-01,enfield,212091,E09000010,534.0,2032.0
2004-10-01,enfield,212749,E09000010,476.0,2233.0
2004-11-01,enfield,212126,E09000010,445.0,2437.0
2004-12-01,enfield,211855,E09000010,423.0,2112.0
2005-01-01,enfield,211130,E09000010,294.0,2125.0
2005-02-01,enfield,211116,E09000010,302.0,1965.0
2005-03-01,enfield,211401,E09000010,344.0,2078.0
2005-04-01,enfield,212264,E09000010,357.0,2242.0
2005-05-01,enfield,214255,E09000010,363.0,2193.0
2005-06-01,enfield,213362,E09000010,429.0,2032.0
2005-07-01,enfield,213662,E09000010,528.0,2115.0
2005-08-01,enfield,211684,E09000010,480.0,1941.0
2005-09-01,enfield,212393,E09000010,471.0,2114.0
2005-10-01,enfield,211578,E09000010,435.0,1967.0
2005-11-01,enfield,213840,E09000010,497.0,2011.0
2005-12-01,enfield,213899,E09000010,558.0,2067.0
2006-01-01,enfield,214069,E09000010,422.0,2205.0
2006-02-01,enfield,213136,E09000010,404.0,2066.0
2006-03-01,enfield,212404,E09000010,540.0,2215.0
2006-04-01,enfield,214323,E09000010,419.0,2213.0
2006-05-01,enfield,215853,E09000010,515.0,2240.0
2006-06-01,enfield,218910,E09000010,589.0,2141.0
2006-07-01,enfield,220262,E09000010,543.0,2043.0
2006-08-01,enfield,222090,E09000010,599.0,1898.0
2006-09-01,enfield,224114,E09000010,611.0,2003.0
2006-10-01,enfield,225897,E09000010,593.0,2192.0
2006-11-01,enfield,226400,E09000010,551.0,2118.0
2006-12-01,enfield,227042,E09000010,526.0,1868.0
2007-01-01,enfield,228591,E09000010,447.0,2171.0
2007-02-01,enfield,230986,E09000010,450.0,2047.0
2007-03-01,enfield,232000,E09000010,519.0,2237.0
2007-04-01,enfield,233559,E09000010,485.0,2171.0
2007-05-01,enfield,235672,E09000010,583.0,2180.0
2007-06-01,enfield,241066,E09000010,600.0,2012.0
2007-07-01,enfield,248178,E09000010,618.0,1864.0
2007-08-01,enfield,254281,E09000010,641.0,1723.0
2007-09-01,enfield,256719,E09000010,542.0,1749.0
2007-10-01,enfield,255341,E09000010,577.0,2053.0
2007-11-01,enfield,255010,E09000010,545.0,2080.0
2007-12-01,enfield,255537,E09000010,409.0,1823.0
2008-01-01,enfield,256572,E09000010,361.0,2214.0
2008-02-01,enfield,257164,E09000010,380.0,2045.0
2008-03-01,enfield,254573,E09000010,311.0,2068.0
2008-04-01,enfield,254069,E09000010,293.0,2086.0
2008-05-01,enfield,252871,E09000010,267.0,2057.0
2008-06-01,enfield,251091,E09000010,253.0,2057.0
2008-07-01,enfield,249164,E09000010,290.0,2022.0
2008-08-01,enfield,243580,E09000010,232.0,1695.0
2008-09-01,enfield,240810,E09000010,177.0,1784.0
2008-10-01,enfield,236345,E09000010,197.0,1966.0
2008-11-01,enfield,228804,E09000010,152.0,1904.0
2008-12-01,enfield,225029,E09000010,165.0,1903.0
2009-01-01,enfield,218634,E09000010,88.0,1932.0
2009-02-01,enfield,219316,E09000010,149.0,1822.0
2009-03-01,enfield,214101,E09000010,137.0,2022.0
2009-04-01,enfield,214281,E09000010,168.0,1939.0
2009-05-01,enfield,213527,E09000010,193.0,1870.0
2009-06-01,enfield,220342,E09000010,149.0,2158.0
2009-07-01,enfield,222874,E09000010,249.0,1910.0
2009-08-01,enfield,227008,E09000010,254.0,1890.0
2009-09-01,enfield,226748,E09000010,249.0,1874.0
2009-10-01,enfield,228465,E09000010,307.0,1993.0
2009-11-01,enfield,228971,E09000010,281.0,1921.0
2009-12-01,enfield,229652,E09000010,314.0,1771.0
2010-01-01,enfield,232752,E09000010,200.0,1918.0
2010-02-01,enfield,236894,E09000010,193.0,1914.0
2010-03-01,enfield,239224,E09000010,266.0,2202.0
2010-04-01,enfield,239051,E09000010,243.0,1933.0
2010-05-01,enfield,238994,E09000010,233.0,2004.0
2010-06-01,enfield,242128,E09000010,240.0,2067.0
2010-07-01,enfield,245935,E09000010,282.0,2058.0
2010-08-01,enfield,248091,E09000010,287.0,1769.0
2010-09-01,enfield,246254,E09000010,245.0,1885.0
2010-10-01,enfield,245078,E09000010,232.0,2113.0
2010-11-01,enfield,244642,E09000010,222.0,1969.0
2010-12-01,enfield,246486,E09000010,245.0,1717.0
2011-01-01,enfield,246396,E09000010,182.0,2059.0
2011-02-01,enfield,243641,E09000010,201.0,2054.0
2011-03-01,enfield,240271,E09000010,174.0,2027.0
2011-04-01,enfield,238131,E09000010,203.0,1909.0
2011-05-01,enfield,234490,E09000010,183.0,2100.0
2011-06-01,enfield,234802,E09000010,233.0,2155.0
2011-07-01,enfield,236705,E09000010,240.0,2037.0
2011-08-01,enfield,243949,E09000010,266.0,2002.0
2011-09-01,enfield,246731,E09000010,234.0,1747.0
2011-10-01,enfield,246757,E09000010,278.0,1917.0
2011-11-01,enfield,246152,E09000010,260.0,1947.0
2011-12-01,enfield,245870,E09000010,263.0,1635.0
2012-01-01,enfield,245201,E09000010,207.0,1636.0
2012-02-01,enfield,241211,E09000010,229.0,1777.0
2012-03-01,enfield,238119,E09000010,309.0,2085.0
2012-04-01,enfield,238951,E09000010,203.0,1802.0
2012-05-01,enfield,241601,E09000010,232.0,2027.0
2012-06-01,enfield,246589,E09000010,234.0,1950.0
2012-07-01,enfield,247630,E09000010,225.0,1853.0
2012-08-01,enfield,252055,E09000010,278.0,1901.0
2012-09-01,enfield,254222,E09000010,219.0,1694.0
2012-10-01,enfield,255359,E09000010,201.0,2067.0
2012-11-01,enfield,256117,E09000010,243.0,2030.0
2012-12-01,enfield,254952,E09000010,221.0,1842.0
2013-01-01,enfield,257977,E09000010,181.0,1780.0
2013-02-01,enfield,254621,E09000010,215.0,1789.0
2013-03-01,enfield,255208,E09000010,215.0,1781.0
2013-04-01,enfield,250979,E09000010,211.0,1730.0
2013-05-01,enfield,253467,E09000010,284.0,1876.0
2013-06-01,enfield,255051,E09000010,245.0,1966.0
2013-07-01,enfield,260420,E09000010,327.0,1917.0
2013-08-01,enfield,266535,E09000010,322.0,1874.0
2013-09-01,enfield,268408,E09000010,324.0,1868.0
2013-10-01,enfield,271406,E09000010,373.0,1932.0
2013-11-01,enfield,270460,E09000010,375.0,1921.0
2013-12-01,enfield,274721,E09000010,344.0,1921.0
2014-01-01,enfield,273452,E09000010,326.0,1878.0
2014-02-01,enfield,275164,E09000010,334.0,1760.0
2014-03-01,enfield,276980,E09000010,333.0,1996.0
2014-04-01,enfield,281241,E09000010,302.0,1745.0
2014-05-01,enfield,285433,E09000010,306.0,1956.0
2014-06-01,enfield,289657,E09000010,330.0,1823.0
2014-07-01,enfield,297080,E09000010,336.0,1927.0
2014-08-01,enfield,304944,E09000010,359.0,1792.0
2014-09-01,enfield,308965,E09000010,336.0,1873.0
2014-10-01,enfield,312717,E09000010,345.0,1942.0
2014-11-01,enfield,313472,E09000010,323.0,1884.0
2014-12-01,enfield,315083,E09000010,274.0,1836.0
2015-01-01,enfield,316066,E09000010,272.0,1868.0
2015-02-01,enfield,316690,E09000010,281.0,1717.0
2015-03-01,enfield,319393,E09000010,321.0,1945.0
2015-04-01,enfield,321756,E09000010,265.0,1771.0
2015-05-01,enfield,324721,E09000010,327.0,1913.0
2015-06-01,enfield,328530,E09000010,286.0,1854.0
2015-07-01,enfield,335381,E09000010,398.0,2050.0
2015-08-01,enfield,344109,E09000010,317.0,1895.0
2015-09-01,enfield,350230,E09000010,337.0,1842.0
2015-10-01,enfield,353797,E09000010,341.0,1951.0
2015-11-01,enfield,355746,E09000010,323.0,2028.0
2015-12-01,enfield,359625,E09000010,303.0,2008.0
2016-01-01,enfield,364189,E09000010,291.0,1791.0
2016-02-01,enfield,367809,E09000010,248.0,1804.0
2016-03-01,enfield,372205,E09000010,612.0,2040.0
2016-04-01,enfield,378215,E09000010,157.0,1942.0
2016-05-01,enfield,382086,E09000010,209.0,2130.0
2016-06-01,enfield,384297,E09000010,243.0,1850.0
2016-07-01,enfield,387870,E09000010,260.0,2037.0
2016-08-01,enfield,394132,E09000010,281.0,1835.0
2016-09-01,enfield,401714,E09000010,253.0,1957.0
2016-10-01,enfield,400662,E09000010,225.0,2043.0
2016-11-01,enfield,398233,E09000010,249.0,2024.0
2016-12-01,enfield,394465,E09000010,211.0,1835.0
2017-01-01,enfield,391874,E09000010,208.0,1821.0
2017-02-01,enfield,386270,E09000010,189.0,1858.0
2017-03-01,enfield,383142,E09000010,274.0,2188.0
2017-04-01,enfield,389128,E09000010,214.0,2099.0
2017-05-01,enfield,396608,E09000010,244.0,2187.0
2017-06-01,enfield,401483,E09000010,290.0,2127.0
2017-07-01,enfield,403278,E09000010,239.0,2200.0
2017-08-01,enfield,403222,E09000010,267.0,2048.0
2017-09-01,enfield,404393,E09000010,215.0,2051.0
2017-10-01,enfield,398915,E09000010,258.0,2301.0
2017-11-01,enfield,397553,E09000010,206.0,2292.0
2017-12-01,enfield,395284,E09000010,225.0,2053.0
2018-01-01,enfield,395038,E09000010,186.0,2195.0
2018-02-01,enfield,397704,E09000010,198.0,2088.0
2018-03-01,enfield,397593,E09000010,237.0,2304.0
2018-04-01,enfield,396942,E09000010,165.0,2310.0
2018-05-01,enfield,398208,E09000010,200.0,2458.0
2018-06-01,enfield,396700,E09000010,239.0,2375.0
2018-07-01,enfield,397849,E09000010,230.0,2372.0
2018-08-01,enfield,395213,E09000010,244.0,2284.0
2018-09-01,enfield,394729,E09000010,238.0,2294.0
2018-10-01,enfield,397498,E09000010,225.0,2441.0
2018-11-01,enfield,394432,E09000010,200.0,2495.0
2018-12-01,enfield,397674,E09000010,195.0,2372.0
2019-01-01,enfield,395616,E09000010,202.0,2508.0
2019-02-01,enfield,397282,E09000010,194.0,2346.0
2019-03-01,enfield,393863,E09000010,170.0,2592.0
2019-04-01,enfield,393997,E09000010,189.0,2415.0
2019-05-01,enfield,388337,E09000010,158.0,2451.0
2019-06-01,enfield,391342,E09000010,201.0,2602.0
2019-07-01,enfield,387867,E09000010,209.0,2711.0
2019-08-01,enfield,393602,E09000010,256.0,2364.0
2019-09-01,enfield,386682,E09000010,222.0,2542.0
2019-10-01,enfield,393802,E09000010,234.0,2662.0
2019-11-01,enfield,393860,E09000010,227.0,2798.0
2001-01-01,greenwich,115168,E09000011,269.0,2175.0
2001-02-01,greenwich,117034,E09000011,267.0,2127.0
2001-03-01,greenwich,119767,E09000011,386.0,2197.0
2001-04-01,greenwich,122775,E09000011,281.0,2106.0
2001-05-01,greenwich,124136,E09000011,431.0,2331.0
2001-06-01,greenwich,124483,E09000011,474.0,2301.0
2001-07-01,greenwich,125711,E09000011,424.0,2526.0
2001-08-01,greenwich,127161,E09000011,477.0,2424.0
2001-09-01,greenwich,131223,E09000011,496.0,2299.0
2001-10-01,greenwich,132882,E09000011,458.0,2493.0
2001-11-01,greenwich,134608,E09000011,409.0,2498.0
2001-12-01,greenwich,134892,E09000011,401.0,2121.0
2002-01-01,greenwich,134327,E09000011,282.0,2308.0
2002-02-01,greenwich,135252,E09000011,303.0,2244.0
2002-03-01,greenwich,139366,E09000011,477.0,2416.0
2002-04-01,greenwich,144155,E09000011,427.0,2579.0
2002-05-01,greenwich,148484,E09000011,575.0,2853.0
2002-06-01,greenwich,145616,E09000011,463.0,2584.0
2002-07-01,greenwich,147355,E09000011,470.0,2636.0
2002-08-01,greenwich,149380,E09000011,504.0,2500.0
2002-09-01,greenwich,154112,E09000011,478.0,2453.0
2002-10-01,greenwich,155861,E09000011,461.0,2500.0
2002-11-01,greenwich,156495,E09000011,451.0,2531.0
2002-12-01,greenwich,158655,E09000011,504.0,2237.0
2003-01-01,greenwich,161222,E09000011,357.0,2520.0
2003-02-01,greenwich,165825,E09000011,298.0,2228.0
2003-03-01,greenwich,168575,E09000011,325.0,2667.0
2003-04-01,greenwich,169465,E09000011,355.0,2642.0
2003-05-01,greenwich,170428,E09000011,398.0,2642.0
2003-06-01,greenwich,172951,E09000011,470.0,2448.0
2003-07-01,greenwich,174037,E09000011,377.0,2464.0
2003-08-01,greenwich,173374,E09000011,477.0,2308.0
2003-09-01,greenwich,171949,E09000011,491.0,2472.0
2003-10-01,greenwich,173905,E09000011,419.0,2525.0
2003-11-01,greenwich,174891,E09000011,471.0,2442.0
2003-12-01,greenwich,175889,E09000011,504.0,2248.0
2004-01-01,greenwich,177101,E09000011,336.0,2431.0
2004-02-01,greenwich,179158,E09000011,390.0,2442.0
2004-03-01,greenwich,181747,E09000011,517.0,2604.0
2004-04-01,greenwich,184719,E09000011,457.0,2407.0
2004-05-01,greenwich,187003,E09000011,536.0,2531.0
2004-06-01,greenwich,187009,E09000011,600.0,2574.0
2004-07-01,greenwich,188353,E09000011,568.0,2571.0
2004-08-01,greenwich,190624,E09000011,532.0,2524.0
2004-09-01,greenwich,191213,E09000011,523.0,2438.0
2004-10-01,greenwich,192177,E09000011,411.0,2574.0
2004-11-01,greenwich,192071,E09000011,373.0,2448.0
2004-12-01,greenwich,191549,E09000011,396.0,2121.0
2005-01-01,greenwich,189219,E09000011,261.0,2304.0
2005-02-01,greenwich,189204,E09000011,281.0,2048.0
2005-03-01,greenwich,192632,E09000011,359.0,2416.0
2005-04-01,greenwich,193388,E09000011,376.0,2475.0
2005-05-01,greenwich,193666,E09000011,390.0,2602.0
2005-06-01,greenwich,194593,E09000011,479.0,2349.0
